"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"US1INJS0054","RENSSELAER 4.3 N, IN US","40.99768","-87.161535","209.7","2017-06",,,,,,,"9",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"22.9",",,N,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76.4",",,,N",,,,,,,,,,,,,,,,,,
"US1INJS0054","RENSSELAER 4.3 N, IN US","40.99768","-87.161535","209.7","2017-07",,,,,,,"15",",N","11",",N",,,,,,,,,,,,,,,,,,,,,"50.0",",,N,22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162.6",",,,N",,,,,,,,,,,,,,,,,,
"US1INJS0054","RENSSELAER 4.3 N, IN US","40.99768","-87.161535","209.7","2017-08",,,,,,,"9",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"37.8",",,N,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76.2",",,,N",,,,,,,,,,,,,,,,,,
"US1INOH0001","AURORA 3.6 SSE, IN US","39.01535","-84.887306","224.0","2017-04",,,,,,,"13","1,N","10","1,N",,,,,,,,,,,,,,,,,,,,,"37.8","1,,N,17,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144.3","1,,,N",,,,,,,,,,,,,,,,,,
"US1INOH0001","AURORA 3.6 SSE, IN US","39.01535","-84.887306","224.0","2017-05",,,,,,,"11","4,N","8","4,N",,,,,,,,,,,,,,,,,,,,,"59.9","4,,N,25,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"224.6",",a,,N",,,,,,,,,,,,,,,,,,
"US1INOH0001","AURORA 3.6 SSE, IN US","39.01535","-84.887306","224.0","2017-06",,,,,,,"11",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"90.9",",,N,24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175.2",",,,N",,,,,,,,,,,,,,,,,,
"US1INOH0001","AURORA 3.6 SSE, IN US","39.01535","-84.887306","224.0","2017-07",,,,,,,"12",",N","11",",N",,,,,,,,,,,,,,,,,,,,,"27.9",",,N,23,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156.3",",,,N",,,,,,,,,,,,,,,,,,
"US1INOH0001","AURORA 3.6 SSE, IN US","39.01535","-84.887306","224.0","2017-08",,,,,,,"8",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"20.8",",,N,18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.4",",,,N",,,,,,,,,,,,,,,,,,
"US1INOH0001","AURORA 3.6 SSE, IN US","39.01535","-84.887306","224.0","2017-09",,,,,,,"7",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"61.5",",,N,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87.9",",,,N",,,,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2017-04",,,,,,,"11",",N","7",",N",,,"1",",N",,,,,,,,,,,,,,,"25.0",",,N,06,","34.0",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.7",",,,N","25",",,,N",,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2017-05",,,,,,,"14",",N","9",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","26.4",",,N,21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134.3",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2017-06",,,,,,,"10",",N","8",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","16.3",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67.6",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2017-07",,,,,,,"13",",N","8",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","68.8",",,N,08,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"215.2",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2017-08",,,,,,,"8",",N","4",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","25.7",",,N,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.2",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2017-09",,,,,,,"12",",N","5",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","24.1",",,N,19,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.6",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2017-04",,,,,,,"14","1,N","10","1,N",,,,,,,,,,,,,,,,,,,,,"134.9","1,,N,29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"212.4","1,,,N",,,,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2017-05",,,,,,,"16",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"61.7",",,N,21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"218.1",",,,N",,,,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2017-07",,,,,,,"13",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"9.7",",,N,23,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56.8",",,,N",,,,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2017-08",,,,,,,"12",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"22.6",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.2",",,,N",,,,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2017-09",,,,,,,"9","2,N","5","2,N",,,,,,,,,,,,,,,,,,,,,"82.8","2,,N,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.9","2,,,N",,,,,,,,,,,,,,,,,,
"USC00128723","TERRE HAUTE INDIANA STATE, IN US","39.4708","-87.408","154.5","2017-04",,,,,"37.4","2,7","11","2,7","8","2,7","0","2,7","0","2,7","0","2,7","1","2,7","0","2,7","19","2,7","0","2,7","0.0","2,7,07,","0","2,,7,30,+","0.0","2,,7,30,+","51.3","2,,7,29,","31.1","2,7,21,",,,,,"20.6","5,,,7,5,2",,,,,,,"81.4","2,7",,,,,,,,,"11.1","5,,,7,5,2",,,,,,,,,,,,,,,"15.8","5,,,7,5,2",,,,,,,,,,,,,,,,,,,"147.8","2,,,7","0","2,,,7","16.8","2,7","23.1","2,,,7","10.5","2,,,7",,,,,,,,,,
"USC00128723","TERRE HAUTE INDIANA STATE, IN US","39.4708","-87.408","154.5","2017-05",,,,,"107.4","2,7","14","2,7","7","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","22","2,7","2","2,7","4.4","2,7,05,","0","2,,7,31,+","0.0","2,,7,31,+","54.6","2,,7,04,","32.8","2,7,19,",,,,,,,,,,,,,"45.8","2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153.7","2,,,7","0","2,,,7","20.5","2,7","24.9","2,,,7","16.0","2,,,7",,,,,,,,,,
"USC00128723","TERRE HAUTE INDIANA STATE, IN US","39.4708","-87.408","154.5","2017-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126.4","1,a,,7",,,,,,,,,,,,,,,,,,
"USC00128723","TERRE HAUTE INDIANA STATE, IN US","39.4708","-87.408","154.5","2017-08",,,,,,,,,,,"0","5,7","0","5,7","0","5,7","0","5,7",,,,,,,"7.8","5,7,20,","0","5,,7,31,+","0.0","5,,7,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.2","1,a,,7","0","5,,,7",,,,,"18.4","5,,,7",,,,,,,,,,
"USC00128723","TERRE HAUTE INDIANA STATE, IN US","39.4708","-87.408","154.5","2017-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.2","4,a,,7",,,,,,,,,,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2017-04",,,"6.2","7","6.2",",7","12",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","11",",7","0",",7","0.6",",7,23,+","0",",,7,30,+","0.0",",,7,30,+","28.7",",,7,06,","27.2",",7,16,",,,"2761.7","7",,,,,,,,,"211.1",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88.7",",,,7","0",",,,7","11.5",",7","16.8",",,,7","6.2",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2017-05",,,"22.1","7","15.9",",7","16",",7","11",",7","0","1,7","0","1,7","0",",7","1",",7","0",",7","10",",7","0",",7","0.0",",7,08,","0","1,,7,31,+","0.0","1,,7,31,+","27.9",",,7,11,","30.0",",7,17,",,,"2931.0","7",,,,,,,,,"169.3",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.7",",,,7","0","1,,,7","13.4",",7","18.1",",,,7","8.6",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2017-06",,,"125.6","7","103.5",",7","8",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","3",",7","8.3",",7,01,","0",",,7,30,+","0.0",",,7,30,+","27.2",",,7,30,","33.9",",7,13,",,,"2948.9","7",,,,,,,,,"17.9",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57.5",",,,7","0",",,,7","21.2",",7","26.8",",,,7","15.6",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2017-07",,,"256.9","7","131.3",",7","11",",7","10",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","11.7",",7,09,","0",",,7,31,+","0.0",",,7,31,+","49.3",",,7,22,","31.7",",7,07,",,,"2.2","7",,,,,,,,,"2.2",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140.5",",,,7","0",",,,7","22.5",",7","27.1",",,,7","17.9",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2017-08",,,"343.9","7","87.0",",7","5",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","0",",7","9.4",",7,25,","0",",,7,31,+","0.0",",,7,31,+","28.4",",,7,22,","31.7",",7,17,",,,"11.4","7",,,,,,,,,"9.2",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.0",",,,7","0",",,,7","20.8",",7","25.9",",,,7","15.8",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2017-09",,,"426.6","7","82.7",",7","9",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","7",",7","5.6",",7,30,","0",",,7,30,+","0.0",",,7,30,+","39.6",",,7,19,","33.9",",7,25,+",,,"52.1","7",,,,,,,,,"40.7",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.4",",,,7","0",",,,7","19.7",",7","25.4",",,,7","14.1",",,,7",,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2017-04",,,,,,,"12",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"94.7",",,N,29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"182.9",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2017-05",,,,,,,"16","1,N","7","1,N",,,,,,,,,,,,,,,,,,,,,"40.1","1,,N,05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145.8","1,,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2017-06",,,,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"92.5",",,N,24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.1",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2017-07",,,,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"18.0",",,N,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.7",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2017-08",,,,,,,"10",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"10.9",",,N,07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.0",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2017-09",,,,,,,"9",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"24.9",",,N,19,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.4",",,,N",,,,,,,,,,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2017-04",,,"6.7","7","6.7",",7","15",",7","9",",7","0",",7","0",",7","0",",7","2",",7","0",",7","12",",7","0",",7","-2.2",",7,09,+","0",",,7,30,+","0.0",",,7,30,+","28.2",",,7,30,","28.3",",7,27,",,,"2770.4","7",,,,,,,,,"189.1",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.4",",,,7","0",",,,7","12.3",",7","18.3",",,,7","6.2",",,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2017-05",,,"25.6","7","18.9",",7","18",",7","12",",7","0",",7","0",",7","0",",7","2",",7","0",",7","17",",7","0",",7","-1.1",",7,08,","0",",,7,31,+","0.0",",,7,31,+","45.7",",,7,05,","30.6",",7,19,",,,"2903.5","7",,,,,,,,,"133.1",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244.6",",,,7","0",",,,7","14.6",",7","20.4",",,,7","8.9",",,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2017-06",,,"123.1","7","97.5",",7","9",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","1",",7","8.9",",7,08,+","0",",,7,30,+","0.0",",,7,30,+","43.4",",,7,15,","32.8",",7,13,",,,"2915.5","7",,,,,,,,,"12.0",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.0",",,,7","0",",,,7","21.2",",7","27.3",",,,7","15.0",",,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2017-07",,,"253.6","7","130.5",",7","11",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","11.1",",7,09,","0",",,7,31,+","0.0",",,7,31,+","35.6",",,7,08,","31.7",",7,22,+",,,"0.3","7",,,,,,,,,"0.3",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126.3",",,,7","0",",,,7","22.5",",7","28.1",",,,7","16.9",",,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2017-08",,,"321.7","7","68.1",",7","10",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","0",",7","8.3",",7,26,","0",",,7,31,+","0.0",",,7,31,+","16.5",",,7,18,","31.7",",7,17,",,,"11.7","7",,,,,,,,,"11.4",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.5",",,,7","0",",,,7","20.2",",7","26.3",",,,7","14.1",",,,7",,,,,,,,,,
